,Scores_Train
218,1.4855571525645592
219,1.4855571525645592
220,1.4855571525645592
221,1.4855571525645592
222,1.4855571525645592
223,1.4855571525645592
224,1.4855571525645592
225,1.4855571525645592
226,1.4855571525645592
227,1.4855571525645592
228,1.4855571525645592
229,1.4855571525645592
230,1.4855571525645592
231,1.4855571525645592
232,1.4855571525645592
233,1.4855571525645592
234,1.4855571525645592
235,1.4855571525645592
236,1.4855571525645592
237,1.4855571525645592
238,1.4855571525645592
239,1.4855571525645592
240,1.4855571525645592
241,1.4855571525645592
242,1.4855571525645592
243,1.4855571525645592
244,1.4855571525645592
245,1.4855571525645592
246,1.4855571525645592
247,1.4855571525645592
248,1.4855571525645592
249,1.4855571525645592
250,0.24353263412911863
251,0.24353263412911863
252,0.24353263412911863
253,0.24353263412911863
254,0.24353263412911863
255,0.24353263412911863
256,0.24353263412911863
257,0.24353263412911863
258,0.24353263412911863
259,0.24353263412911863
260,0.24353263412911863
261,0.24353263412911863
262,0.24353263412911863
263,0.24353263412911863
264,0.24353263412911863
265,0.24353263412911863
266,0.24353263412911863
267,0.24353263412911863
268,0.24353263412911863
269,0.24353263412911863
270,0.24353263412911863
271,0.24353263412911863
272,0.24353263412911863
273,0.24353263412911863
274,0.24353263412911863
275,0.24353263412911863
276,0.24353263412911863
277,0.24353263412911863
278,0.24353263412911863
279,0.24353263412911863
280,0.24353263412911863
281,0.24353263412911863
282,0.24353263412911863
283,0.24353263412911863
284,0.24353263412911863
285,0.24353263412911863
286,0.24353263412911863
287,0.24353263412911863
288,0.24353263412911863
289,0.24353263412911863
290,0.24353263412911863
291,0.24353263412911863
292,0.24353263412911863
293,0.24353263412911863
294,0.24353263412911863
295,0.24353263412911863
296,0.24353263412911863
297,0.24353263412911863
298,0.24353263412911863
299,0.24353263412911863
300,0.774733611491708
301,0.774733611491708
302,0.774733611491708
303,0.774733611491708
304,0.774733611491708
305,0.774733611491708
306,0.774733611491708
307,0.774733611491708
308,0.774733611491708
309,0.774733611491708
310,0.774733611491708
311,0.774733611491708
312,0.774733611491708
313,0.774733611491708
314,0.774733611491708
315,0.774733611491708
316,0.774733611491708
317,0.774733611491708
318,0.774733611491708
319,0.774733611491708
320,0.774733611491708
321,0.774733611491708
322,0.774733611491708
323,0.774733611491708
324,0.774733611491708
325,0.774733611491708
326,0.774733611491708
327,0.774733611491708
328,0.774733611491708
329,0.774733611491708
330,0.774733611491708
331,0.774733611491708
332,0.774733611491708
333,0.774733611491708
334,0.774733611491708
335,0.774733611491708
336,0.774733611491708
337,0.774733611491708
338,0.774733611491708
339,0.774733611491708
340,0.774733611491708
341,0.774733611491708
342,0.774733611491708
343,0.774733611491708
344,0.774733611491708
345,0.774733611491708
346,0.774733611491708
347,0.774733611491708
348,0.774733611491708
349,0.774733611491708
350,0.4930269087194783
351,0.4930269087194783
352,0.4930269087194783
353,0.4930269087194783
354,0.4930269087194783
355,0.4930269087194783
356,0.4930269087194783
357,0.4930269087194783
358,0.4930269087194783
359,0.4930269087194783
360,0.4930269087194783
361,0.4930269087194783
362,0.4930269087194783
363,0.4930269087194783
364,0.4930269087194783
365,0.4930269087194783
366,0.4930269087194783
367,0.4930269087194783
368,0.4930269087194783
369,0.4930269087194783
370,0.4930269087194783
371,0.4930269087194783
372,0.4930269087194783
373,0.4930269087194783
374,0.4930269087194783
375,0.4930269087194783
376,0.4930269087194783
377,0.4930269087194783
378,0.4930269087194783
379,0.4930269087194783
380,0.4930269087194783
381,0.4930269087194783
382,0.4930269087194783
383,0.4930269087194783
384,0.4930269087194783
385,0.4930269087194783
386,0.4930269087194783
387,0.4930269087194783
388,0.4930269087194783
389,0.4930269087194783
390,0.4930269087194783
391,0.4930269087194783
392,0.4930269087194783
393,0.4930269087194783
394,0.4930269087194783
395,0.4930269087194783
396,0.4930269087194783
397,0.4930269087194783
398,0.4930269087194783
399,0.4930269087194783
400,0.7630242898416048
401,0.7630242898416048
402,0.7630242898416048
403,0.7630242898416048
404,0.7630242898416048
405,0.7630242898416048
406,0.7630242898416048
407,0.7630242898416048
408,0.7630242898416048
409,0.7630242898416048
410,0.7630242898416048
411,0.7630242898416048
412,0.7630242898416048
413,0.7630242898416048
414,0.7630242898416048
415,0.7630242898416048
416,0.7630242898416048
417,0.7630242898416048
418,0.7630242898416048
419,0.7630242898416048
420,0.7630242898416048
421,0.7630242898416048
422,0.7630242898416048
423,0.7630242898416048
424,0.7630242898416048
425,0.7630242898416048
426,0.7630242898416048
427,0.7630242898416048
428,0.7630242898416048
429,0.7630242898416048
430,0.7630242898416048
431,0.7630242898416048
432,0.7630242898416048
433,0.7630242898416048
434,0.7630242898416048
435,0.7630242898416048
436,0.7630242898416048
437,0.7630242898416048
438,0.7630242898416048
439,0.7630242898416048
440,0.7630242898416048
441,0.7630242898416048
442,0.7630242898416048
443,0.7630242898416048
444,0.7630242898416048
445,0.7630242898416048
446,0.7630242898416048
447,0.7630242898416048
448,0.7630242898416048
449,0.7630242898416048
450,0.6094638042228746
451,0.6094638042228746
452,0.6094638042228746
453,0.6094638042228746
454,0.6094638042228746
455,0.6094638042228746
456,0.6094638042228746
457,0.6094638042228746
458,0.6094638042228746
459,0.6094638042228746
460,0.6094638042228746
461,0.6094638042228746
462,0.6094638042228746
463,0.6094638042228746
464,0.6094638042228746
465,0.6094638042228746
466,0.6094638042228746
467,0.6094638042228746
468,0.6094638042228746
469,0.6094638042228746
470,0.6094638042228746
471,0.6094638042228746
472,0.6094638042228746
473,0.6094638042228746
474,0.6094638042228746
475,0.6094638042228746
476,0.6094638042228746
477,0.6094638042228746
478,0.6094638042228746
479,0.6094638042228746
480,0.6094638042228746
481,0.6094638042228746
482,0.6094638042228746
483,0.6094638042228746
484,0.6094638042228746
485,0.6094638042228746
486,0.6094638042228746
487,0.6094638042228746
488,0.6094638042228746
489,0.6094638042228746
490,0.6094638042228746
491,0.6094638042228746
492,0.6094638042228746
493,0.6094638042228746
494,0.6094638042228746
495,0.6094638042228746
496,0.6094638042228746
497,0.6094638042228746
498,0.6094638042228746
499,0.6094638042228746
500,0.7849710457492662
501,0.7849710457492662
502,0.7849710457492662
503,0.7849710457492662
504,0.7849710457492662
505,0.7849710457492662
506,0.7849710457492662
507,0.7849710457492662
508,0.7849710457492662
509,0.7849710457492662
510,0.7849710457492662
511,0.7849710457492662
512,0.7849710457492662
513,0.7849710457492662
514,0.7849710457492662
515,0.7849710457492662
516,0.7849710457492662
517,0.7849710457492662
518,0.7849710457492662
519,0.7849710457492662
520,0.7849710457492662
521,0.7849710457492662
522,0.7849710457492662
523,0.7849710457492662
524,0.7849710457492662
525,0.7849710457492662
526,0.7849710457492662
527,0.7849710457492662
528,0.7849710457492662
529,0.7849710457492662
530,0.7849710457492662
531,0.7849710457492662
532,0.7849710457492662
533,0.7849710457492662
534,0.7849710457492662
535,0.7849710457492662
536,0.7849710457492662
537,0.7849710457492662
538,0.7849710457492662
539,0.7849710457492662
540,0.7849710457492662
541,0.7849710457492662
542,0.7849710457492662
543,0.7849710457492662
544,0.7849710457492662
545,0.7849710457492662
546,0.7849710457492662
547,0.7849710457492662
548,0.7849710457492662
549,0.7849710457492662
550,0.05885804174709472
551,0.05885804174709472
552,0.05885804174709472
553,0.05885804174709472
554,0.05885804174709472
555,0.05885804174709472
556,0.05885804174709472
557,0.05885804174709472
558,0.05885804174709472
559,0.05885804174709472
560,0.05885804174709472
561,0.05885804174709472
562,0.05885804174709472
563,0.05885804174709472
564,0.05885804174709472
565,0.05885804174709472
566,0.05885804174709472
567,0.05885804174709472
568,0.05885804174709472
569,0.05885804174709472
570,0.05885804174709472
571,0.05885804174709472
572,0.05885804174709472
573,0.05885804174709472
574,0.05885804174709472
575,0.05885804174709472
576,0.05885804174709472
577,0.05885804174709472
578,0.05885804174709472
579,0.05885804174709472
580,0.05885804174709472
581,0.05885804174709472
582,0.05885804174709472
583,0.05885804174709472
584,0.05885804174709472
585,0.05885804174709472
586,0.05885804174709472
587,0.05885804174709472
588,0.05885804174709472
589,0.05885804174709472
590,0.05885804174709472
591,0.05885804174709472
592,0.05885804174709472
593,0.05885804174709472
594,0.05885804174709472
595,0.05885804174709472
596,0.05885804174709472
597,0.05885804174709472
598,0.05885804174709472
599,0.05885804174709472
600,0.058867254878051015
601,0.058867254878051015
602,0.058867254878051015
603,0.058867254878051015
604,0.058867254878051015
605,0.058867254878051015
606,0.058867254878051015
607,0.058867254878051015
608,0.058867254878051015
609,0.058867254878051015
610,0.058867254878051015
611,0.058867254878051015
612,0.058867254878051015
613,0.058867254878051015
614,0.058867254878051015
615,0.058867254878051015
616,0.058867254878051015
617,0.058867254878051015
618,0.058867254878051015
619,0.058867254878051015
620,0.058867254878051015
621,0.058867254878051015
622,0.058867254878051015
623,0.058867254878051015
624,0.058867254878051015
625,0.058867254878051015
626,0.058867254878051015
627,0.058867254878051015
628,0.058867254878051015
629,0.058867254878051015
630,0.058867254878051015
631,0.058867254878051015
632,0.058867254878051015
633,0.058867254878051015
634,0.058867254878051015
635,0.058867254878051015
636,0.058867254878051015
637,0.058867254878051015
638,0.058867254878051015
639,0.058867254878051015
640,0.058867254878051015
641,0.058867254878051015
642,0.058867254878051015
643,0.058867254878051015
644,0.058867254878051015
645,0.058867254878051015
646,0.058867254878051015
647,0.058867254878051015
648,0.058867254878051015
649,0.058867254878051015
650,0.23536026415050978
651,0.23536026415050978
652,0.23536026415050978
653,0.23536026415050978
654,0.23536026415050978
655,0.23536026415050978
656,0.23536026415050978
657,0.23536026415050978
658,0.23536026415050978
659,0.23536026415050978
660,0.23536026415050978
661,0.23536026415050978
662,0.23536026415050978
663,0.23536026415050978
664,0.23536026415050978
665,0.23536026415050978
666,0.23536026415050978
667,0.23536026415050978
668,0.23536026415050978
669,0.23536026415050978
670,0.23536026415050978
671,0.23536026415050978
672,0.23536026415050978
673,0.23536026415050978
674,0.23536026415050978
675,0.23536026415050978
676,0.23536026415050978
677,0.23536026415050978
678,0.23536026415050978
679,0.23536026415050978
680,0.23536026415050978
681,0.23536026415050978
682,0.23536026415050978
683,0.23536026415050978
684,0.23536026415050978
685,0.23536026415050978
686,0.23536026415050978
687,0.23536026415050978
688,0.23536026415050978
689,0.23536026415050978
690,0.23536026415050978
691,0.23536026415050978
692,0.23536026415050978
693,0.23536026415050978
694,0.23536026415050978
695,0.23536026415050978
696,0.23536026415050978
697,0.23536026415050978
698,0.23536026415050978
699,0.23536026415050978
700,0.1286855988496817
701,0.1286855988496817
702,0.1286855988496817
703,0.1286855988496817
704,0.1286855988496817
705,0.1286855988496817
706,0.1286855988496817
707,0.1286855988496817
708,0.1286855988496817
709,0.1286855988496817
710,0.1286855988496817
711,0.1286855988496817
712,0.1286855988496817
713,0.1286855988496817
714,0.1286855988496817
715,0.1286855988496817
716,0.1286855988496817
717,0.1286855988496817
718,0.1286855988496817
719,0.1286855988496817
720,0.1286855988496817
721,0.1286855988496817
722,0.1286855988496817
723,0.1286855988496817
724,0.1286855988496817
725,0.1286855988496817
726,0.1286855988496817
727,0.1286855988496817
728,0.1286855988496817
729,0.1286855988496817
730,0.1286855988496817
731,0.1286855988496817
732,0.1286855988496817
733,0.1286855988496817
734,0.1286855988496817
735,0.1286855988496817
736,0.1286855988496817
737,0.1286855988496817
738,0.1286855988496817
739,0.1286855988496817
740,0.1286855988496817
741,0.1286855988496817
742,0.1286855988496817
743,0.1286855988496817
744,0.1286855988496817
745,0.1286855988496817
746,0.1286855988496817
747,0.1286855988496817
748,0.1286855988496817
749,0.1286855988496817
750,0.9190531473507189
751,0.9190531473507189
752,0.9190531473507189
753,0.9190531473507189
754,0.9190531473507189
755,0.9190531473507189
756,0.9190531473507189
757,0.9190531473507189
758,0.9190531473507189
759,0.9190531473507189
760,0.9190531473507189
761,0.9190531473507189
762,0.9190531473507189
763,0.9190531473507189
764,0.9190531473507189
765,0.9190531473507189
766,0.9190531473507189
767,0.9190531473507189
768,0.9190531473507189
769,0.9190531473507189
770,0.9190531473507189
771,0.9190531473507189
772,0.9190531473507189
773,0.9190531473507189
774,0.9190531473507189
775,0.9190531473507189
776,0.9190531473507189
777,0.9190531473507189
778,0.9190531473507189
779,0.9190531473507189
780,0.9190531473507189
781,0.9190531473507189
782,0.9190531473507189
783,0.9190531473507189
784,0.9190531473507189
785,0.9190531473507189
786,0.9190531473507189
787,0.9190531473507189
788,0.9190531473507189
789,0.9190531473507189
790,0.9190531473507189
791,0.9190531473507189
792,0.9190531473507189
793,0.9190531473507189
794,0.9190531473507189
795,0.9190531473507189
796,0.9190531473507189
797,0.9190531473507189
798,0.9190531473507189
799,0.9190531473507189
800,0.7361343073079994
801,0.7361343073079994
802,0.7361343073079994
803,0.7361343073079994
804,0.7361343073079994
805,0.7361343073079994
806,0.7361343073079994
807,0.7361343073079994
808,0.7361343073079994
809,0.7361343073079994
810,0.7361343073079994
811,0.7361343073079994
812,0.7361343073079994
813,0.7361343073079994
814,0.7361343073079994
815,0.7361343073079994
816,0.7361343073079994
817,0.7361343073079994
818,0.7361343073079994
819,0.7361343073079994
820,0.7361343073079994
821,0.7361343073079994
822,0.7361343073079994
823,0.7361343073079994
824,0.7361343073079994
825,0.7361343073079994
826,0.7361343073079994
827,0.7361343073079994
828,0.7361343073079994
829,0.7361343073079994
830,0.7361343073079994
831,0.7361343073079994
832,0.7361343073079994
833,0.7361343073079994
834,0.7361343073079994
835,0.7361343073079994
836,0.7361343073079994
837,0.7361343073079994
838,0.7361343073079994
839,0.7361343073079994
840,0.7361343073079994
841,0.7361343073079994
842,0.7361343073079994
843,0.7361343073079994
844,0.7361343073079994
845,0.7361343073079994
846,0.7361343073079994
847,0.7361343073079994
848,0.7361343073079994
849,0.7361343073079994
850,0.8028123832624945
851,0.8028123832624945
852,0.8028123832624945
853,0.8028123832624945
854,0.8028123832624945
855,0.8028123832624945
856,0.8028123832624945
857,0.8028123832624945
858,0.8028123832624945
859,0.8028123832624945
860,0.8028123832624945
861,0.8028123832624945
862,0.8028123832624945
863,0.8028123832624945
864,0.8028123832624945
865,0.8028123832624945
866,0.8028123832624945
867,0.8028123832624945
868,0.8028123832624945
869,0.8028123832624945
870,0.8028123832624945
871,0.8028123832624945
872,0.8028123832624945
873,0.8028123832624945
874,0.8028123832624945
875,0.8028123832624945
876,0.8028123832624945
877,0.8028123832624945
878,0.8028123832624945
879,0.8028123832624945
880,0.8028123832624945
881,0.8028123832624945
882,0.8028123832624945
883,0.8028123832624945
884,0.8028123832624945
885,0.8028123832624945
886,0.8028123832624945
887,0.8028123832624945
888,0.8028123832624945
889,0.8028123832624945
890,0.8028123832624945
891,0.8028123832624945
892,0.8028123832624945
893,0.8028123832624945
894,0.8028123832624945
895,0.8028123832624945
896,0.8028123832624945
897,0.8028123832624945
898,0.8028123832624945
899,0.8028123832624945
900,0.7003157438403341
901,0.7003157438403341
902,0.7003157438403341
903,0.7003157438403341
904,0.7003157438403341
905,0.7003157438403341
906,0.7003157438403341
907,0.7003157438403341
908,0.7003157438403341
909,0.7003157438403341
910,0.7003157438403341
911,0.7003157438403341
912,0.7003157438403341
913,0.7003157438403341
914,0.7003157438403341
915,0.7003157438403341
916,0.7003157438403341
917,0.7003157438403341
918,0.7003157438403341
919,0.7003157438403341
920,0.7003157438403341
921,0.7003157438403341
922,0.7003157438403341
923,0.7003157438403341
924,0.7003157438403341
925,0.7003157438403341
926,0.7003157438403341
927,0.7003157438403341
928,0.7003157438403341
929,0.7003157438403341
930,0.7003157438403341
931,0.7003157438403341
932,0.7003157438403341
933,0.7003157438403341
934,0.7003157438403341
935,0.7003157438403341
936,0.7003157438403341
937,0.7003157438403341
938,0.7003157438403341
939,0.7003157438403341
940,0.7003157438403341
941,0.7003157438403341
942,0.7003157438403341
943,0.7003157438403341
944,0.7003157438403341
945,0.7003157438403341
946,0.7003157438403341
947,0.7003157438403341
948,0.7003157438403341
949,0.7003157438403341
950,0.7046263349196877
951,0.7046263349196877
952,0.7046263349196877
953,0.7046263349196877
954,0.7046263349196877
955,0.7046263349196877
956,0.7046263349196877
957,0.7046263349196877
958,0.7046263349196877
959,0.7046263349196877
960,0.7046263349196877
961,0.7046263349196877
962,0.7046263349196877
963,0.7046263349196877
964,0.7046263349196877
965,0.7046263349196877
966,0.7046263349196877
967,0.7046263349196877
968,0.7046263349196877
969,0.7046263349196877
970,0.7046263349196877
971,0.7046263349196877
972,0.7046263349196877
973,0.7046263349196877
974,0.7046263349196877
975,0.7046263349196877
976,0.7046263349196877
977,0.7046263349196877
978,0.7046263349196877
979,0.7046263349196877
980,0.7046263349196877
981,0.7046263349196877
982,0.7046263349196877
983,0.7046263349196877
984,0.7046263349196877
985,0.7046263349196877
986,0.7046263349196877
987,0.7046263349196877
988,0.7046263349196877
989,0.7046263349196877
990,0.7046263349196877
991,0.7046263349196877
992,0.7046263349196877
993,0.7046263349196877
994,0.7046263349196877
995,0.7046263349196877
996,0.7046263349196877
997,0.7046263349196877
998,0.7046263349196877
999,0.7046263349196877
1000,1.1036373420946852
1001,1.1036373420946852
1002,1.1036373420946852
1003,1.1036373420946852
1004,1.1036373420946852
1005,1.1036373420946852
1006,1.1036373420946852
1007,1.1036373420946852
1008,1.1036373420946852
1009,1.1036373420946852
1010,1.1036373420946852
1011,1.1036373420946852
1012,1.1036373420946852
1013,1.1036373420946852
1014,1.1036373420946852
1015,1.1036373420946852
1016,1.1036373420946852
1017,1.1036373420946852
1018,1.1036373420946852
1019,1.1036373420946852
1020,1.1036373420946852
1021,1.1036373420946852
1022,1.1036373420946852
1023,1.1036373420946852
1024,1.1036373420946852
1025,1.1036373420946852
1026,1.1036373420946852
1027,1.1036373420946852
1028,1.1036373420946852
1029,1.1036373420946852
1030,1.1036373420946852
1031,1.1036373420946852
1032,1.1036373420946852
1033,1.1036373420946852
1034,1.1036373420946852
1035,1.1036373420946852
1036,1.1036373420946852
1037,1.1036373420946852
1038,1.1036373420946852
1039,1.1036373420946852
1040,1.1036373420946852
1041,1.1036373420946852
1042,1.1036373420946852
1043,1.1036373420946852
1044,1.1036373420946852
1045,1.1036373420946852
1046,1.1036373420946852
1047,1.1036373420946852
1048,1.1036373420946852
1049,1.1036373420946852
1050,0.5606128128791378
1051,0.5606128128791378
1052,0.5606128128791378
1053,0.5606128128791378
1054,0.5606128128791378
1055,0.5606128128791378
1056,0.5606128128791378
1057,0.5606128128791378
1058,0.5606128128791378
1059,0.5606128128791378
1060,0.5606128128791378
1061,0.5606128128791378
1062,0.5606128128791378
1063,0.5606128128791378
1064,0.5606128128791378
1065,0.5606128128791378
1066,0.5606128128791378
1067,0.5606128128791378
1068,0.5606128128791378
1069,0.5606128128791378
1070,0.5606128128791378
1071,0.5606128128791378
1072,0.5606128128791378
1073,0.5606128128791378
1074,0.5606128128791378
1075,0.5606128128791378
1076,0.5606128128791378
1077,0.5606128128791378
1078,0.5606128128791378
1079,0.5606128128791378
1080,0.5606128128791378
1081,0.5606128128791378
1082,0.5606128128791378
1083,0.5606128128791378
1084,0.5606128128791378
1085,0.5606128128791378
1086,0.5606128128791378
1087,0.5606128128791378
1088,0.5606128128791378
1089,0.5606128128791378
1090,0.5606128128791378
1091,0.5606128128791378
1092,0.5606128128791378
1093,0.5606128128791378
1094,0.5606128128791378
1095,0.5606128128791378
1096,0.5606128128791378
1097,0.5606128128791378
1098,0.5606128128791378
1099,0.5606128128791378
1100,0.419305611407382
1101,0.419305611407382
1102,0.419305611407382
1103,0.419305611407382
1104,0.419305611407382
1105,0.419305611407382
1106,0.419305611407382
1107,0.419305611407382
1108,0.419305611407382
1109,0.419305611407382
1110,0.419305611407382
1111,0.419305611407382
1112,0.419305611407382
1113,0.419305611407382
1114,0.419305611407382
1115,0.419305611407382
1116,0.419305611407382
1117,0.419305611407382
1118,0.419305611407382
1119,0.419305611407382
1120,0.419305611407382
1121,0.419305611407382
1122,0.419305611407382
1123,0.419305611407382
1124,0.419305611407382
1125,0.419305611407382
1126,0.419305611407382
1127,0.419305611407382
1128,0.419305611407382
1129,0.419305611407382
1130,0.419305611407382
1131,0.419305611407382
1132,0.419305611407382
1133,0.419305611407382
1134,0.419305611407382
1135,0.419305611407382
1136,0.419305611407382
1137,0.419305611407382
1138,0.419305611407382
1139,0.419305611407382
1140,0.419305611407382
1141,0.419305611407382
1142,0.419305611407382
1143,0.419305611407382
1144,0.419305611407382
1145,0.419305611407382
1146,0.419305611407382
1147,0.419305611407382
1148,0.419305611407382
1149,0.419305611407382
1150,0.504141378084536
1151,0.504141378084536
1152,0.504141378084536
1153,0.504141378084536
1154,0.504141378084536
1155,0.504141378084536
1156,0.504141378084536
1157,0.504141378084536
1158,0.504141378084536
1159,0.504141378084536
1160,0.504141378084536
1161,0.504141378084536
1162,0.504141378084536
1163,0.504141378084536
1164,0.504141378084536
1165,0.504141378084536
1166,0.504141378084536
1167,0.504141378084536
1168,0.504141378084536
1169,0.504141378084536
1170,0.504141378084536
1171,0.504141378084536
1172,0.504141378084536
1173,0.504141378084536
1174,0.504141378084536
1175,0.504141378084536
1176,0.504141378084536
1177,0.504141378084536
1178,0.504141378084536
1179,0.504141378084536
1180,0.504141378084536
1181,0.504141378084536
1182,0.504141378084536
1183,0.504141378084536
1184,0.504141378084536
1185,0.504141378084536
1186,0.504141378084536
1187,0.504141378084536
1188,0.504141378084536
1189,0.504141378084536
1190,0.504141378084536
1191,0.504141378084536
1192,0.504141378084536
1193,0.504141378084536
1194,0.504141378084536
1195,0.504141378084536
1196,0.504141378084536
1197,0.504141378084536
1198,0.504141378084536
1199,0.504141378084536
1200,0.6355049384327671
1201,0.6355049384327671
1202,0.6355049384327671
1203,0.6355049384327671
1204,0.6355049384327671
1205,0.6355049384327671
1206,0.6355049384327671
1207,0.6355049384327671
1208,0.6355049384327671
1209,0.6355049384327671
1210,0.6355049384327671
1211,0.6355049384327671
1212,0.6355049384327671
1213,0.6355049384327671
1214,0.6355049384327671
1215,0.6355049384327671
1216,0.6355049384327671
1217,0.6355049384327671
1218,0.6355049384327671
1219,0.6355049384327671
1220,0.6355049384327671
1221,0.6355049384327671
1222,0.6355049384327671
1223,0.6355049384327671
1224,0.6355049384327671
1225,0.6355049384327671
1226,0.6355049384327671
1227,0.6355049384327671
1228,0.6355049384327671
1229,0.6355049384327671
1230,0.6355049384327671
1231,0.6355049384327671
1232,0.6355049384327671
1233,0.6355049384327671
1234,0.6355049384327671
1235,0.6355049384327671
1236,0.6355049384327671
1237,0.6355049384327671
1238,0.6355049384327671
1239,0.6355049384327671
1240,0.6355049384327671
1241,0.6355049384327671
1242,0.6355049384327671
1243,0.6355049384327671
1244,0.6355049384327671
1245,0.6355049384327671
1246,0.6355049384327671
1247,0.6355049384327671
1248,0.6355049384327671
1249,0.6355049384327671
1250,0.7959090251305957
1251,0.7959090251305957
1252,0.7959090251305957
1253,0.7959090251305957
1254,0.7959090251305957
1255,0.7959090251305957
1256,0.7959090251305957
1257,0.7959090251305957
1258,0.7959090251305957
1259,0.7959090251305957
1260,0.7959090251305957
1261,0.7959090251305957
1262,0.7959090251305957
1263,0.7959090251305957
1264,0.7959090251305957
1265,0.7959090251305957
1266,0.7959090251305957
1267,0.7959090251305957
1268,0.7959090251305957
1269,0.7959090251305957
1270,0.7959090251305957
1271,0.7959090251305957
1272,0.7959090251305957
1273,0.7959090251305957
1274,0.7959090251305957
1275,0.7959090251305957
1276,0.7959090251305957
1277,0.7959090251305957
1278,0.7959090251305957
1279,0.7959090251305957
1280,0.7959090251305957
1281,0.7959090251305957
1282,0.7959090251305957
1283,0.7959090251305957
1284,0.7959090251305957
1285,0.7959090251305957
1286,0.7959090251305957
1287,0.7959090251305957
1288,0.7959090251305957
1289,0.7959090251305957
1290,0.7959090251305957
1291,0.7959090251305957
1292,0.7959090251305957
1293,0.7959090251305957
1294,0.7959090251305957
1295,0.7959090251305957
1296,0.7959090251305957
1297,0.7959090251305957
1298,0.7959090251305957
1299,0.7959090251305957
1300,0.9272720876818257
1301,0.9272720876818257
1302,0.9272720876818257
1303,0.9272720876818257
1304,0.9272720876818257
1305,0.9272720876818257
1306,0.9272720876818257
